latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
11.74286,-70.20315,306.46,0.57,0.69,2026-09-17,0531,N20,nominal,2.0NRT,287.13,1.55,N
11.63569,-70.24487,320.54,0.57,0.69,2026-09-17,0531,N20,nominal,2.0NRT,287.47,4.73,N
11.63508,-70.23956,330.29,0.57,0.69,2026-09-17,0531,N20,nominal,2.0NRT,288.24,4.73,N
11.62746,-70.2296,367,0.57,0.69,2026-09-17,0531,N20,high,2.0NRT,288.52,42.19,N
11.62685,-70.22432,324.64,0.57,0.69,2026-09-17,0531,N20,nominal,2.0NRT,288.2,25.99,N
11.62112,-70.23065,345.97,0.57,0.69,2026-09-17,0531,N20,nominal,2.0NRT,287.84,8.32,N
11.62051,-70.22536,313.16,0.57,0.69,2026-09-17,0531,N20,nominal,2.0NRT,287.77,6.6,N
10.5628,-62.30975,308.06,0.5,0.41,2026-09-17,0531,N20,nominal,2.0NRT,291.65,2.25,N
10.18167,-61.69149,313.89,0.46,0.39,2026-09-17,0531,N20,nominal,2.0NRT,288.91,2.37,N
10.17808,-61.69204,312.08,0.46,0.39,2026-09-17,0531,N20,nominal,2.0NRT,289.04,1.93,N
10.08652,-62.26138,317.94,0.49,0.4,2026-09-17,0531,N20,nominal,2.0NRT,291.46,0.95,N
10.21551,-64.61678,320.93,0.45,0.47,2026-09-17,0531,N20,nominal,2.0NRT,284.19,2.52,N
10.21121,-64.61739,311.36,0.45,0.47,2026-09-17,0531,N20,nominal,2.0NRT,284.18,2.52,N
9.97761,-63.18338,327.46,0.55,0.43,2026-09-17,0531,N20,nominal,2.0NRT,285.27,3.99,N
9.85617,-63.34148,306.51,0.56,0.43,2026-09-17,0531,N20,nominal,2.0NRT,284.6,1.03,N
9.83189,-63.34011,307.51,0.56,0.43,2026-09-17,0531,N20,nominal,2.0NRT,284.32,0.89,N
9.83245,-63.34232,312.74,0.56,0.43,2026-09-17,0531,N20,nominal,2.0NRT,283.91,1.56,N
9.77761,-63.26834,334.01,0.55,0.43,2026-09-17,0531,N20,nominal,2.0NRT,285.71,4.43,N
9.77299,-63.26398,304.72,0.55,0.43,2026-09-17,0531,N20,nominal,2.0NRT,285.3,1.39,N
9.74201,-63.47047,300.42,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,277.05,0.8,N
9.74341,-63.47192,296.82,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,276.49,3.11,N
9.73947,-63.47258,336.07,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,281.62,3.11,N
9.74023,-63.47776,301.78,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,279.3,3.11,N
9.73628,-63.47842,330.12,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,280.61,3.31,N
9.73552,-63.47326,314.98,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,280.88,3.31,N
9.73007,-63.46361,330.37,0.56,0.43,2026-09-17,0531,N20,nominal,2.0NRT,280.82,5.27,N
9.72931,-63.45845,308.97,0.56,0.43,2026-09-17,0531,N20,nominal,2.0NRT,281.36,2.92,N
9.69896,-63.41613,304.64,0.56,0.43,2026-09-17,0531,N20,nominal,2.0NRT,282.99,0.74,N
9.70325,-63.5301,299.17,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,275.88,0.61,N
9.68327,-63.47535,306,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,282.61,1.12,N
9.67932,-63.47598,330.65,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,283.09,4.95,N
9.65562,-63.53742,332.14,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,275.03,4.14,N
9.67202,-63.68378,313.05,0.39,0.44,2026-09-17,0531,N20,nominal,2.0NRT,284.72,0.67,N
9.65022,-63.52776,314.71,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,275.44,1.39,N
9.65203,-63.56974,297.3,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,270.28,0.22,N
9.6513,-63.56453,298.07,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,271.38,0.25,N
9.65058,-63.55936,297.2,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,273.56,0.25,N
9.64878,-63.57558,298.86,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,271.19,0.22,N
9.64806,-63.57039,304.31,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,270.57,0.22,N
9.64733,-63.5652,306.5,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,271.99,0.25,N
9.64661,-63.56001,296.55,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,270.52,0.25,N
9.66295,-63.60564,310.28,0.38,0.43,2026-09-17,0531,N20,nominal,2.0NRT,280.68,1.51,N
9.65316,-63.53915,304.25,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,272.38,0.24,N
9.6524,-63.53401,298.06,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,273.49,0.24,N
9.65165,-63.52887,297.07,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,274.07,1.59,N
9.64769,-63.52951,322.62,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,276.51,1.59,N
9.6703,-63.68345,310.35,0.39,0.44,2026-09-17,0531,N20,nominal,2.0NRT,284.11,0.76,N
9.66526,-63.677,309.46,0.39,0.44,2026-09-17,0531,N20,nominal,2.0NRT,284.24,1.11,N
9.64902,-63.56623,300.48,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,271.2,0.71,N
9.65407,-63.62849,331.6,0.38,0.44,2026-09-17,0531,N20,nominal,2.0NRT,283.07,3.06,N
9.65356,-63.625,329.67,0.38,0.43,2026-09-17,0531,N20,nominal,2.0NRT,280.84,3.06,N
9.65459,-63.63201,304.11,0.38,0.44,2026-09-17,0531,N20,nominal,2.0NRT,281.84,1.67,N
9.65305,-63.6215,304.27,0.38,0.43,2026-09-17,0531,N20,nominal,2.0NRT,280.9,2.05,N
9.64581,-63.57207,308.07,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,270.65,0.71,N
9.64506,-63.56689,301.9,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,271.62,0.71,N
9.6443,-63.5617,310.11,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,271.63,0.82,N
9.64354,-63.55654,298.21,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,273.21,0.82,N
9.65009,-63.62913,349.92,0.38,0.44,2026-09-17,0531,N20,nominal,2.0NRT,283.21,16.74,N
9.6506,-63.63264,305.45,0.38,0.44,2026-09-17,0531,N20,nominal,2.0NRT,278.96,6.17,N
9.64958,-63.62564,304.77,0.38,0.43,2026-09-17,0531,N20,nominal,2.0NRT,278.79,16.74,N
9.64109,-63.56754,299.55,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,272.44,0.94,N
9.64033,-63.56236,299.89,0.57,0.43,2026-09-17,0531,N20,nominal,2.0NRT,273.39,1.04,N
9.63725,-63.73826,315.22,0.39,0.44,2026-09-17,0531,N20,nominal,2.0NRT,286.09,2.35,N
9.62264,-63.69364,326.42,0.39,0.44,2026-09-17,0531,N20,nominal,2.0NRT,285.2,2.49,N
9.62163,-63.68661,303.9,0.39,0.44,2026-09-17,0531,N20,nominal,2.0NRT,284.06,1.06,N
9.62318,-63.72598,335.32,0.39,0.44,2026-09-17,0531,N20,nominal,2.0NRT,294.09,24.89,N
9.62419,-63.73304,313.23,0.39,0.44,2026-09-17,0531,N20,nominal,2.0NRT,286.67,8.49,N
9.62368,-63.72952,312.79,0.39,0.44,2026-09-17,0531,N20,nominal,2.0NRT,285.97,8.49,N
9.62267,-63.72245,313.89,0.39,0.44,2026-09-17,0531,N20,nominal,2.0NRT,286.87,24.89,N
9.62116,-63.71186,313.32,0.39,0.44,2026-09-17,0531,N20,nominal,2.0NRT,286.17,1.64,N
9.61967,-63.73013,322.36,0.39,0.44,2026-09-17,0531,N20,nominal,2.0NRT,286.02,8.49,N
9.61916,-63.7266,338.8,0.39,0.44,2026-09-17,0531,N20,nominal,2.0NRT,294.46,24.89,N
9.61866,-63.72307,312.08,0.39,0.44,2026-09-17,0531,N20,nominal,2.0NRT,286.66,24.89,N
10.18115,-67.9482,305.14,0.38,0.59,2026-09-17,0531,N20,nominal,2.0NRT,287.67,0.47,N
9.22639,-64.06,301.13,0.4,0.44,2026-09-17,0531,N20,nominal,2.0NRT,275.23,1.24,N
9.23528,-64.30218,303.12,0.42,0.45,2026-09-17,0531,N20,nominal,2.0NRT,275.8,1.16,N
9.23113,-64.3028,300.38,0.42,0.45,2026-09-17,0531,N20,nominal,2.0NRT,275.44,1.17,N
8.72843,-62.90908,337.72,0.51,0.41,2026-09-17,0531,N20,nominal,2.0NRT,282.5,5.17,N
8.72465,-62.90965,331.83,0.51,0.41,2026-09-17,0531,N20,nominal,2.0NRT,282.7,3.53,N
8.74501,-63.04958,309.57,0.52,0.41,2026-09-17,0531,N20,nominal,2.0NRT,279.39,0.71,N
8.69146,-63.15704,306.56,0.53,0.42,2026-09-17,0531,N20,nominal,2.0NRT,277.7,2.86,N
8.6664,-62.98747,309.42,0.51,0.41,2026-09-17,0531,N20,nominal,2.0NRT,278.96,1.03,N
8.68763,-63.15762,329.93,0.53,0.42,2026-09-17,0531,N20,nominal,2.0NRT,277.28,2.86,N
8.68693,-63.15286,307.53,0.53,0.42,2026-09-17,0531,N20,nominal,2.0NRT,277.48,3.33,N
8.61438,-63.11031,304.93,0.52,0.42,2026-09-17,0531,N20,nominal,2.0NRT,275.1,0.52,N
8.61497,-63.10755,306.24,0.52,0.42,2026-09-17,0531,N20,nominal,2.0NRT,275.54,1.09,N
9.51784,-70.98267,308.1,0.6,0.7,2026-09-17,0531,N20,nominal,2.0NRT,287.03,1.31,N
7.77652,-62.20774,298.83,0.46,0.39,2026-09-17,0531,N20,nominal,2.0NRT,274.7,0.71,N
7.68079,-62.00374,301.28,0.45,0.39,2026-09-17,0531,N20,nominal,2.0NRT,282.43,0.62,N
7.66878,-62.06799,302.62,0.45,0.39,2026-09-17,0531,N20,nominal,2.0NRT,282.01,0.59,N
7.04081,-62.58401,301.79,0.47,0.4,2026-09-17,0531,N20,nominal,2.0NRT,267.34,1.23,N
7.03718,-62.58456,304.74,0.47,0.4,2026-09-17,0531,N20,nominal,2.0NRT,265.87,0.86,N
7.03656,-62.58035,298.96,0.47,0.4,2026-09-17,0531,N20,nominal,2.0NRT,267.43,0.86,N
6.5264,-61.58152,303.21,0.42,0.38,2026-09-17,0531,N20,nominal,2.0NRT,289.01,0.44,N
11.08168,-72.68442,305.73,0.49,0.65,2026-09-17,0712,N20,nominal,2.0NRT,288.72,2.62,N
11.03439,-72.66331,305.31,0.49,0.65,2026-09-17,0712,N20,nominal,2.0NRT,288.13,1.44,N
11.02856,-72.66502,306.69,0.49,0.65,2026-09-17,0712,N20,nominal,2.0NRT,288.05,1.44,N
10.98188,-72.72504,312.99,0.49,0.65,2026-09-17,0712,N20,nominal,2.0NRT,288.94,1.95,N
10.97683,-72.73061,318.3,0.49,0.65,2026-09-17,0712,N20,nominal,2.0NRT,288.77,2.18,N
10.97599,-72.72634,309.08,0.49,0.65,2026-09-17,0712,N20,nominal,2.0NRT,288.73,2.86,N
10.97094,-72.73191,308.33,0.49,0.65,2026-09-17,0712,N20,nominal,2.0NRT,288.59,2.18,N
10.49131,-71.63492,305.4,0.59,0.7,2026-09-17,0712,N20,nominal,2.0NRT,286.61,1.62,N
10.49018,-71.63808,306.85,0.59,0.7,2026-09-17,0712,N20,nominal,2.0NRT,286.59,1.52,N
10.13346,-72.5061,304.58,0.53,0.67,2026-09-17,0712,N20,nominal,2.0NRT,282.97,1.23,N
10.13251,-72.50133,306.17,0.53,0.67,2026-09-17,0712,N20,nominal,2.0NRT,284.46,1.69,N
10.1328,-72.50351,316.55,0.53,0.67,2026-09-17,0712,N20,nominal,2.0NRT,283.57,1.66,N
8.08267,-72.59886,308.7,0.57,0.69,2026-09-17,0712,N20,nominal,2.0NRT,286.94,4.09,N
7.89677,-72.59522,303.49,0.57,0.69,2026-09-17,0714,N20,nominal,2.0NRT,286.65,1.19,N
7.8929,-72.57497,304.7,0.57,0.69,2026-09-17,0714,N20,nominal,2.0NRT,286.89,1.49,N
11.75164,-70.17489,304.49,0.7,0.75,2026-09-17,0712,N20,nominal,2.0NRT,285.98,0.92,N
11.74205,-70.19669,341.37,0.7,0.75,2026-09-17,0712,N20,nominal,2.0NRT,286.49,10.81,N
11.74076,-70.19051,319.02,0.7,0.75,2026-09-17,0712,N20,nominal,2.0NRT,286.1,8.41,N
11.63528,-70.2347,335.46,0.7,0.75,2026-09-17,0712,N20,nominal,2.0NRT,286.04,4.25,N
11.63402,-70.22869,302.58,0.7,0.75,2026-09-17,0712,N20,nominal,2.0NRT,285.84,4.25,N
11.6259,-70.22372,367,0.7,0.75,2026-09-17,0712,N20,high,2.0NRT,286.59,11.56,N
11.6285,-70.23609,303.87,0.7,0.75,2026-09-17,0712,N20,nominal,2.0NRT,285.89,4.52,N
11.62722,-70.23,306.33,0.7,0.75,2026-09-17,0712,N20,nominal,2.0NRT,286.23,4.52,N
11.61908,-70.22494,314.73,0.7,0.75,2026-09-17,0712,N20,nominal,2.0NRT,285.79,11.56,N
8.21114,-72.7963,334.78,0.38,0.36,2026-09-17,1817,N20,nominal,2.0NRT,299.91,3.85,D
8.38319,-71.99289,343.45,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,299.17,5.64,D
9.5586,-63.62693,352.71,0.4,0.6,2026-09-17,1817,N20,nominal,2.0NRT,284.6,6.02,D
9.55812,-63.63064,341.42,0.4,0.6,2026-09-17,1817,N20,nominal,2.0NRT,285.74,6.02,D
9.56414,-63.62767,347.6,0.4,0.6,2026-09-17,1817,N20,nominal,2.0NRT,286.14,5.33,D
8.29059,-72.7879,331.5,0.38,0.36,2026-09-17,1817,N20,low,2.0NRT,304.03,5.83,D
9.61783,-63.69073,335.45,0.4,0.6,2026-09-17,1817,N20,nominal,2.0NRT,290.91,3.72,D
8.4092,-72.54395,333.63,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,301.63,18.23,D
8.41303,-72.54095,333.67,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,297.72,7.11,D
8.41251,-72.54444,342.05,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,296.77,18.23,D
8.41074,-72.60096,332.72,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,298.84,5.2,D
8.41013,-72.67206,355.62,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,304.57,14.54,D
9.70095,-63.525,327.45,0.41,0.61,2026-09-17,1817,N20,nominal,2.0NRT,280.72,5.31,D
8.53425,-71.98338,332.66,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,302.13,3.43,D
8.40864,-73.13007,342.58,0.38,0.36,2026-09-17,1817,N20,nominal,2.0NRT,300.75,10.71,D
9.12725,-68.69482,332.19,0.55,0.43,2026-09-17,1817,N20,nominal,2.0NRT,290.46,4.62,D
8.67776,-71.84108,339.41,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,300.64,3.65,D
8.77327,-71.65242,334.68,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,298.55,5.87,D
8.77273,-71.65605,331.38,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,299.61,4.53,D
9.10897,-69.44485,332.61,0.5,0.41,2026-09-17,1817,N20,nominal,2.0NRT,287.75,2.54,D
8.53569,-73.34116,333.32,0.38,0.36,2026-09-17,1817,N20,nominal,2.0NRT,300.64,3.19,D
9.02051,-70.75565,337.75,0.43,0.38,2026-09-17,1817,N20,nominal,2.0NRT,295.98,6.87,D
9.05369,-71.12655,344.29,0.42,0.38,2026-09-17,1817,N20,nominal,2.0NRT,298.7,10.12,D
9.046,-71.39315,333.13,0.41,0.37,2026-09-17,1817,N20,nominal,2.0NRT,299.07,4.04,D
9.01927,-71.6898,330.12,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,298.5,1.51,D
9.08989,-71.28533,337.01,0.41,0.37,2026-09-17,1817,N20,nominal,2.0NRT,300.87,3.46,D
9.04651,-71.623,330.29,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,298.91,2.4,D
9.44875,-68.90945,331.71,0.54,0.42,2026-09-17,1817,N20,nominal,2.0NRT,288.17,12.82,D
9.45025,-68.9086,345.98,0.54,0.42,2026-09-17,1817,N20,nominal,2.0NRT,288.49,12.61,D
9.15725,-71.01405,331.46,0.42,0.38,2026-09-17,1817,N20,nominal,2.0NRT,299,3.12,D
9.24614,-70.47121,332.52,0.45,0.39,2026-09-17,1817,N20,nominal,2.0NRT,302.04,3.42,D
9.01975,-72.09222,334.42,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,301.33,3.79,D
9.05214,-71.94348,331.53,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,299.01,1.49,D
9.18538,-71.11136,332.67,0.42,0.38,2026-09-17,1817,N20,nominal,2.0NRT,298.74,5.7,D
9.18371,-71.12276,338.12,0.42,0.38,2026-09-17,1817,N20,nominal,2.0NRT,300.23,6.59,D
9.18315,-71.12656,342.85,0.42,0.38,2026-09-17,1817,N20,nominal,2.0NRT,302.21,9.35,D
10.05313,-64.85455,349.13,0.34,0.56,2026-09-17,1817,N20,nominal,2.0NRT,275.96,4.87,D
10.05273,-64.85763,342.91,0.34,0.56,2026-09-17,1817,N20,nominal,2.0NRT,276.39,4.87,D
10.05232,-64.8608,348.61,0.34,0.56,2026-09-17,1817,N20,nominal,2.0NRT,275.96,5.98,D
9.18715,-71.12328,338.98,0.42,0.38,2026-09-17,1817,N20,nominal,2.0NRT,300.95,6.59,D
9.1866,-71.12708,331.74,0.42,0.38,2026-09-17,1817,N20,nominal,2.0NRT,300.14,9.35,D
9.06235,-71.96704,334.83,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,301.4,3.48,D
10.05471,-64.88268,345.88,0.34,0.56,2026-09-17,1817,N20,nominal,2.0NRT,280.64,3.74,D
9.20965,-70.99391,334.76,0.42,0.38,2026-09-17,1817,N20,nominal,2.0NRT,297.53,4.11,D
8.95242,-72.74421,346.57,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,300.95,6.82,D
8.95573,-72.74473,333.69,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,300.49,3.11,D
9.53859,-68.87096,330.9,0.54,0.42,2026-09-17,1817,N20,nominal,2.0NRT,290.96,3.47,D
9.99998,-65.56777,335.15,0.6,0.53,2026-09-17,1817,N20,nominal,2.0NRT,291.73,4,D
9.28379,-71.03572,346.6,0.42,0.38,2026-09-17,1817,N20,nominal,2.0NRT,300.16,5.98,D
10.21262,-64.61252,347.51,0.35,0.57,2026-09-17,1817,N20,nominal,2.0NRT,283.21,4.24,D
9.36841,-71.02859,332.71,0.42,0.38,2026-09-17,1817,N20,nominal,2.0NRT,298.49,2.25,D
9.44485,-70.7458,338.38,0.44,0.38,2026-09-17,1817,N20,nominal,2.0NRT,297.9,5.4,D
9.49067,-70.92011,346.29,0.43,0.38,2026-09-17,1817,N20,nominal,2.0NRT,299.53,17.97,D
9.51604,-70.73085,332.41,0.44,0.38,2026-09-17,1817,N20,nominal,2.0NRT,296.98,3.85,D
9.48903,-70.91946,342.79,0.43,0.38,2026-09-17,1817,N20,nominal,2.0NRT,296.96,11.77,D
9.53487,-70.62415,336.26,0.44,0.39,2026-09-17,1817,N20,nominal,2.0NRT,300.03,5.55,D
9.49251,-70.91998,343.03,0.43,0.38,2026-09-17,1817,N20,nominal,2.0NRT,296.73,11.77,D
9.51126,-70.96244,335.24,0.43,0.38,2026-09-17,1817,N20,nominal,2.0NRT,298.83,3.93,D
9.51473,-70.96295,334.51,0.43,0.38,2026-09-17,1817,N20,nominal,2.0NRT,298.16,3.93,D
9.7312,-70.10644,344.61,0.47,0.4,2026-09-17,1817,N20,nominal,2.0NRT,308.22,8.58,D
9.73069,-70.11006,337.43,0.47,0.4,2026-09-17,1817,N20,nominal,2.0NRT,307.16,8.58,D
9.65942,-70.71121,344.43,0.44,0.38,2026-09-17,1817,N20,nominal,2.0NRT,287.66,10.75,D
9.72077,-70.30907,333.53,0.46,0.39,2026-09-17,1817,N20,nominal,2.0NRT,291.12,2.07,D
9.66873,-70.69647,330.53,0.44,0.38,2026-09-17,1817,N20,nominal,2.0NRT,285.84,6.79,D
9.45442,-73.39773,331.86,0.38,0.36,2026-09-17,1817,N20,low,2.0NRT,304.6,2.4,D
9.95681,-70.30138,336.45,0.46,0.39,2026-09-17,1817,N20,nominal,2.0NRT,281.6,4.68,D
9.57928,-73.08691,334.72,0.38,0.36,2026-09-17,1817,N20,nominal,2.0NRT,297.71,4.59,D
9.56456,-73.18394,331.9,0.38,0.36,2026-09-17,1817,N20,nominal,2.0NRT,301.88,2.74,D
9.54662,-73.39069,333.73,0.38,0.36,2026-09-17,1817,N20,nominal,2.0NRT,305.02,2.63,D
9.90957,-70.99732,335.71,0.43,0.38,2026-09-17,1817,N20,nominal,2.0NRT,300.96,2.2,D
9.92236,-70.99478,330.2,0.43,0.38,2026-09-17,1817,N20,nominal,2.0NRT,298.35,2.59,D
10.15992,-69.36162,334.14,0.52,0.41,2026-09-17,1817,N20,nominal,2.0NRT,292.81,3,D
9.98171,-71.05135,330.48,0.43,0.38,2026-09-17,1817,N20,nominal,2.0NRT,299.56,2.2,D
9.88685,-72.124,333.48,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,302.33,1.61,D
10.48323,-68.11839,331.8,0.41,0.45,2026-09-17,1817,N20,nominal,2.0NRT,300.29,1.64,D
10.08987,-70.97954,337.89,0.43,0.38,2026-09-17,1817,N20,nominal,2.0NRT,298.27,11.25,D
10.08929,-70.98347,343.5,0.43,0.38,2026-09-17,1817,N20,nominal,2.0NRT,300.8,21.44,D
9.88551,-72.86063,331.17,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,297.6,2.25,D
10.52792,-68.45898,333.55,0.4,0.44,2026-09-17,1817,N20,nominal,2.0NRT,296.31,7.85,D
10.23258,-70.59363,342.47,0.45,0.39,2026-09-17,1817,N20,nominal,2.0NRT,303.21,6.7,D
9.97914,-72.77959,331.39,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,298.1,2.06,D
9.98244,-72.78017,342.1,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,299.01,9.65,D
10.08132,-72.34553,332.23,0.39,0.36,2026-09-17,1817,N20,low,2.0NRT,304.71,2.25,D
10.08465,-72.34603,337.15,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,303.42,2.25,D
10.04406,-72.66302,334,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,304.26,3.17,D
10.37366,-70.46654,337.15,0.46,0.39,2026-09-17,1817,N20,nominal,2.0NRT,303.32,25.66,D
10.37724,-70.46711,343.75,0.46,0.39,2026-09-17,1817,N20,nominal,2.0NRT,306.81,111.97,D
10.12967,-72.49881,333.17,0.39,0.36,2026-09-17,1817,N20,low,2.0NRT,305.33,4.94,D
10.133,-72.49931,350.73,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,305.39,5.92,D
10.35312,-71.03835,335.36,0.43,0.38,2026-09-17,1817,N20,nominal,2.0NRT,299.66,8.63,D
10.13453,-72.6487,333.93,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,300.21,3,D
10.09163,-73.158,334.34,0.38,0.36,2026-09-17,1817,N20,nominal,2.0NRT,301.62,2.68,D
10.54935,-70.1007,337.25,0.48,0.4,2026-09-17,1817,N20,nominal,2.0NRT,303.48,10.92,D
10.13244,-73.11121,334.61,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,296.83,6.24,D
10.77883,-68.69331,331.49,0.39,0.44,2026-09-17,1817,N20,nominal,2.0NRT,292.08,2.86,D
10.42368,-71.44685,343.59,0.42,0.38,2026-09-17,1817,N20,nominal,2.0NRT,302.27,12.06,D
10.33494,-72.42134,336.8,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,303.8,22.84,D
10.33441,-72.42492,338.05,0.39,0.36,2026-09-17,1817,N20,low,2.0NRT,309.91,22.84,D
10.48755,-71.63367,340.56,0.41,0.37,2026-09-17,1817,N20,nominal,2.0NRT,305.89,7.74,D
10.49096,-71.63418,335.55,0.41,0.37,2026-09-17,1817,N20,nominal,2.0NRT,305.38,5.3,D
10.92343,-68.84186,341.18,0.57,0.43,2026-09-17,1817,N20,nominal,2.0NRT,299.76,9.6,D
10.94147,-68.82847,344.49,0.57,0.43,2026-09-17,1817,N20,nominal,2.0NRT,297.87,8.94,D
10.45141,-72.27771,347.22,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,302.55,8.29,D
10.32848,-73.0957,330.17,0.39,0.36,2026-09-17,1817,N20,nominal,2.0NRT,301.5,1.11,D
10.60991,-71.34917,336.54,0.42,0.38,2026-09-17,1817,N20,nominal,2.0NRT,300.44,3.36,D
11.01282,-68.76952,340.64,0.38,0.43,2026-09-17,1817,N20,nominal,2.0NRT,296.47,8.76,D
11.01234,-68.77305,337.59,0.38,0.43,2026-09-17,1817,N20,nominal,2.0NRT,296.79,8.76,D
10.51057,-72.37917,346.95,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,301.77,4.9,D
10.51003,-72.38275,332.48,0.39,0.37,2026-09-17,1817,N20,nominal,2.0NRT,300.79,2.83,D
11.11677,-68.43139,338.49,0.4,0.44,2026-09-17,1817,N20,nominal,2.0NRT,298.63,4.57,D
11.08949,-68.62795,348.59,0.39,0.44,2026-09-17,1817,N20,nominal,2.0NRT,298.49,14.54,D
10.59697,-72.16721,339.47,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,303.21,10.62,D
10.60261,-72.17549,333.4,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,301.93,1.28,D
10.63211,-72.03519,338.45,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,302,2.77,D
10.78683,-71.03616,341.26,0.44,0.38,2026-09-17,1817,N20,nominal,2.0NRT,304.3,10.05,D
10.84181,-70.80223,332.65,0.45,0.39,2026-09-17,1817,N20,nominal,2.0NRT,301.07,1.09,D
10.64757,-72.16437,334.05,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,303.5,2.94,D
11.14155,-68.70711,333.92,0.39,0.44,2026-09-17,1817,N20,nominal,2.0NRT,297.78,2.98,D
10.66346,-72.19644,331.86,0.4,0.37,2026-09-17,1817,N20,low,2.0NRT,304.66,2.58,D
10.66292,-72.20007,332.06,0.4,0.37,2026-09-17,1817,N20,low,2.0NRT,304.55,2.99,D
10.66682,-72.19694,337.58,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,305.23,7.61,D
10.66574,-72.2042,333.76,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,303.56,7.64,D
11.07839,-69.39536,335.11,0.53,0.42,2026-09-17,1817,N20,nominal,2.0NRT,298.45,5.74,D
10.68363,-72.19946,338.38,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,305.08,4.62,D
10.80553,-72.03915,337.5,0.4,0.37,2026-09-17,1817,N20,nominal,2.0NRT,301.87,4.61,D
11.29657,-68.63239,343.62,0.39,0.44,2026-09-17,1817,N20,nominal,2.0NRT,297.69,4.36,D
11.19285,-69.40532,332.09,0.53,0.42,2026-09-17,1817,N20,nominal,2.0NRT,295.35,2.85,D
